관광지명,주소,지역,합산 검색 수,태그,동반유형
물방울어린이공원,서울 도봉구,서울특별시 도봉구,492,공원,"['회사동료', '친구', '기타가족']"
초안산생태공원,서울 도봉구 해등로 32-0,서울특별시 도봉구,492,공원,"['회사동료', '친구', '기타가족']"
생잇들어린이공원,서울 도봉구,서울특별시 도봉구,174,공원,"['회사동료', '친구', '기타가족']"
개나리어린이공원,서울 도봉구,서울특별시 도봉구,137,공원,"['회사동료', '친구', '기타가족']"
원당샘공원,서울 도봉구 해등로32가길 16-0,서울특별시 도봉구,131,공원,"['회사동료', '친구', '기타가족']"
창골축구장,서울 도봉구 해등로3길 48-11,서울특별시 도봉구,3474,축구,"['회사동료', '친구', '기타가족']"
다락체육공원축구장,서울 도봉구 창포원로 45-0,서울특별시 도봉구,1057,축구,"['회사동료', '친구', '기타가족']"
렛츠런CCC도봉지점,서울 도봉구 노해로67길 14-0,서울특별시 도봉구,2424,골프,"['회사동료', '친구', '기타가족']"
연산군묘,서울 도봉구,서울특별시 도봉구,6727,역사유적지,"['회사동료', '친구', '기타가족']"
정의공주묘,서울 도봉구,서울특별시 도봉구,1462,역사유적지,"['회사동료', '친구', '기타가족']"
간송전형필가옥,서울 도봉구 시루봉로 149-18,서울특별시 도봉구,430,역사유적지,"['회사동료', '친구', '기타가족']"
서울창포원,서울 도봉구 마들로 916-0,서울특별시 도봉구,10554,테마파크,"['회사동료', '친구', '기타가족']"
헬로애니멀,서울 도봉구 마들로 650-0,서울특별시 도봉구,2118,테마파크,"['회사동료', '친구', '기타가족']"
블루오션어린이전용수영장,서울 도봉구 마들로13길 165-0,서울특별시 도봉구,320,테마파크,"['회사동료', '친구', '기타가족']"
메가박스창동,서울 도봉구 도봉로 558-0,서울특별시 도봉구,3959,영화관,"['회사동료', '친구', '기타가족']"
CGV방학,서울 도봉구 도봉로 684-0,서울특별시 도봉구,3924,영화관,"['회사동료', '친구', '기타가족']"
CGV방학 오픈예정(2022년04월29일),서울 도봉구 도봉로 684-0,서울특별시 도봉구,375,영화관,"['회사동료', '친구', '기타가족']"
플랫폼창동61,서울 도봉구 마들로11길 74-0,서울특별시 도봉구,2473,아트홀,"['회사동료', '친구', '기타가족']"
흰고무신,서울 도봉구 시루봉로15마길 13-0,서울특별시 도봉구,146,아트홀,"['회사동료', '친구', '기타가족']"
도봉구야외물놀이축제,서울 도봉구 도봉로168길 30-0,서울특별시 도봉구,221,축제,"['회사동료', '친구', '기타가족']"
김수영문학관,서울 도봉구 해등로32길 80-0,서울특별시 도봉구,2069,랜드마크,"['회사동료', '친구', '기타가족']"
평화문화진지,서울 도봉구 마들로 932-0,서울특별시 도봉구,641,랜드마크,"['회사동료', '친구', '기타가족']"
창동창업및문화산업단지건축중(2023년05월완공예정),서울 도봉구,서울특별시 도봉구,205,랜드마크,"['회사동료', '친구', '기타가족']"
삼각산시민청1동,서울 도봉구 삼양로 592-0,서울특별시 도봉구,120,랜드마크,"['회사동료', '친구', '기타가족']"
다락원체육공원배드민턴장,서울 도봉구 창포원로 45-0,서울특별시 도봉구,5081,기타레저스포츠,"['회사동료', '친구', '기타가족']"
루다풋살장,서울 도봉구 방학로 223-0,서울특별시 도봉구,1426,기타레저스포츠,"['회사동료', '친구', '기타가족']"
초안산실내배드민턴장,서울 도봉구 덕릉로63길 76-10,서울특별시 도봉구,1034,기타레저스포츠,"['회사동료', '친구', '기타가족']"
챔피언탁구클럽,서울 도봉구 우이천로32길 38-0,서울특별시 도봉구,568,기타레저스포츠,"['회사동료', '친구', '기타가족']"
도봉동다목적체육센터,서울 도봉구 마들로 805-0,서울특별시 도봉구,362,기타레저스포츠,"['회사동료', '친구', '기타가족']"
올스타디움,서울 도봉구 도당로 75-0,서울특별시 도봉구,227,기타레저스포츠,"['회사동료', '친구', '기타가족']"
황세준탁구클럽,서울 도봉구 방학로12길 9-0,서울특별시 도봉구,142,기타레저스포츠,"['회사동료', '친구', '기타가족']"
엠베이스볼쌍문동점,서울 도봉구 우이천로 292-3,서울특별시 도봉구,128,기타레저스포츠,"['회사동료', '친구', '기타가족']"
도봉동실내스포츠센터,서울 도봉구 마들로 805-0,서울특별시 도봉구,122,기타레저스포츠,"['회사동료', '친구', '기타가족']"
북한산국립공원도봉탐방지원센터,서울 도봉구 도봉산길 73-0,서울특별시 도봉구,1862,유원지,"['회사동료', '친구', '기타가족']"
창2동벚꽃길,서울 도봉구,서울특별시 도봉구,344,유원지,"['회사동료', '친구', '기타가족']"
독산동우시장,서울 금천구 범안로 1209-0,서울특별시 금천구,45059,시장,"['연인', '기타가족', '회사동료']"
별빛남문시장,서울 금천구 시흥대로144길 17-0,서울특별시 금천구,14647,시장,"['연인', '기타가족', '회사동료']"
비단길현대시장,서울 금천구 독산로41길 7-0,서울특별시 금천구,3680,시장,"['연인', '기타가족', '회사동료']"
아이유푸드,서울 금천구 범안로21길 14-0,서울특별시 금천구,2176,시장,"['연인', '기타가족', '회사동료']"
은행나무시장,서울 금천구 금하로25길 9-0,서울특별시 금천구,1751,시장,"['연인', '기타가족', '회사동료']"
사조씨푸드구로지점,서울 금천구 두산로7길 13-0,서울특별시 금천구,315,시장,"['연인', '기타가족', '회사동료']"
대명여울빛거리시장,서울 금천구 금하로 648-0,서울특별시 금천구,228,시장,"['연인', '기타가족', '회사동료']"
모닝푸드,서울 금천구 범안로21길 6-0,서울특별시 금천구,204,시장,"['연인', '기타가족', '회사동료']"
박미종합시장,서울 금천구 시흥대로18길 16-0,서울특별시 금천구,202,시장,"['연인', '기타가족', '회사동료']"
호압사,서울 금천구 호암로 278-0,서울특별시 금천구,13491,불교,"['연인', '기타가족', '회사동료']"
한국SGI금천희망문화회관,서울 금천구 독산로 152-0,서울특별시 금천구,611,불교,"['연인', '기타가족', '회사동료']"
금천문화원,서울 금천구 시흥대로38길 61-0,서울특별시 금천구,128,교육시설,"['연인', '기타가족', '회사동료']"
시흥계곡,서울 금천구,서울특별시 금천구,267,계곡,"['연인', '기타가족', '회사동료']"
말뫼고개,서울 금천구,서울특별시 금천구,5092,등산,"['연인', '기타가족', '회사동료']"
금빛공원,서울 금천구 금하로 668-0,서울특별시 금천구,8199,공원,"['연인', '기타가족', '회사동료']"
독산근린공원,서울 금천구,서울특별시 금천구,3492,공원,"['연인', '기타가족', '회사동료']"
산기슭공원,서울 금천구 독산로54길 6-0,서울특별시 금천구,3352,공원,"['연인', '기타가족', '회사동료']"
금천폭포공원,서울 금천구,서울특별시 금천구,1594,공원,"['연인', '기타가족', '회사동료']"
구룡공원,서울 금천구 독산로107길 13-0,서울특별시 금천구,939,공원,"['연인', '기타가족', '회사동료']"
삼성체육공원,서울 금천구 독산로24마길 30-0,서울특별시 금천구,371,공원,"['연인', '기타가족', '회사동료']"
호암산숲길공원,서울 금천구,서울특별시 금천구,153,공원,"['연인', '기타가족', '회사동료']"
단군어린이공원,서울 금천구,서울특별시 금천구,117,공원,"['연인', '기타가족', '회사동료']"
독산동마을공원,서울 금천구,서울특별시 금천구,117,공원,"['연인', '기타가족', '회사동료']"
무아래공원,서울 금천구,서울특별시 금천구,112,공원,"['연인', '기타가족', '회사동료']"
송록공원,서울 금천구,서울특별시 금천구,111,공원,"['연인', '기타가족', '회사동료']"
소망상상어린이공원,서울 금천구 독산로75길 12-7,서울특별시 금천구,110,공원,"['연인', '기타가족', '회사동료']"
감로천생태공원,서울 금천구,서울특별시 금천구,93,공원,"['연인', '기타가족', '회사동료']"
별장길어린이공원,서울 금천구,서울특별시 금천구,88,공원,"['연인', '기타가족', '회사동료']"
이비그가죽공방,서울 금천구 시흥대로153길 68-3,서울특별시 금천구,258,공방,"['연인', '기타가족', '회사동료']"
스타인라인스쿨,서울 금천구 남부순환로 1424-0,서울특별시 금천구,299,기타육상스포츠,"['연인', '기타가족', '회사동료']"
쥬라리움금천점,서울 금천구 두산로 71-0,서울특별시 금천구,4550,테마파크,"['연인', '기타가족', '회사동료']"
뽀로로파크롯데빅마켓금천점,서울 금천구 두산로 71-0,서울특별시 금천구,3028,테마파크,"['연인', '기타가족', '회사동료']"
금천안양천물놀이장,서울 금천구,서울특별시 금천구,341,테마파크,"['연인', '기타가족', '회사동료']"
금천퐁당퐁당어린이물놀이장,서울 금천구,서울특별시 금천구,128,테마파크,"['연인', '기타가족', '회사동료']"
롯데시네마가산디지털,서울 금천구 디지털로10길 9-0,서울특별시 금천구,9781,영화관,"['연인', '기타가족', '회사동료']"
롯데시네마독산,서울 금천구 시흥대로 399-0,서울특별시 금천구,8571,영화관,"['연인', '기타가족', '회사동료']"
금나래아트홀,서울 금천구 시흥대로73길 70-0,서울특별시 금천구,2127,아트홀,"['연인', '기타가족', '회사동료']"
문화정원아트홀,서울 금천구 가산로 61-0,서울특별시 금천구,1855,아트홀,"['연인', '기타가족', '회사동료']"
금천뮤지컬센터,서울 금천구 시흥대로115길 48-0,서울특별시 금천구,1127,아트홀,"['연인', '기타가족', '회사동료']"
스튜디오미르,서울 금천구 디지털로9길 33-0,서울특별시 금천구,190,아트홀,"['연인', '기타가족', '회사동료']"
금천하모니벚꽃축제,서울 금천구 시흥대로73길 70-0,서울특별시 금천구,114,축제,"['연인', '기타가족', '회사동료']"
금천예술공장,서울 금천구 범안로15길 57-0,서울특별시 금천구,861,랜드마크,"['연인', '기타가족', '회사동료']"
어울샘,서울 금천구 탑골로 22-0,서울특별시 금천구,309,랜드마크,"['연인', '기타가족', '회사동료']"
예술의시간,서울 금천구 범안로9길 23-0,서울특별시 금천구,269,랜드마크,"['연인', '기타가족', '회사동료']"
서울스쿼시가산점,서울 금천구 가산디지털1로 88-0,서울특별시 금천구,499,기타레저스포츠,"['연인', '기타가족', '회사동료']"
유제두체육회관,서울 금천구 시흥대로 332-1,서울특별시 금천구,317,기타레저스포츠,"['연인', '기타가족', '회사동료']"
어거스트클라이밍,서울 금천구 디지털로 121-0,서울특별시 금천구,278,기타레저스포츠,"['연인', '기타가족', '회사동료']"
위너스스포츠클럽,서울 금천구 시흥대로 296-0,서울특별시 금천구,225,기타레저스포츠,"['연인', '기타가족', '회사동료']"
플랩스타디움가산마리오,서울 금천구 벚꽃로 266-0,서울특별시 금천구,213,기타레저스포츠,"['연인', '기타가족', '회사동료']"
은행나무,서울 금천구,서울특별시 금천구,975,유원지,"['연인', '기타가족', '회사동료']"
천호지,충남 천안시 동남구 망향로 0-0,충청남도 천안시 동남구,19316,호수,"['연인', '기타가족', '회사동료']"
용연저수지,충남 천안시 동남구,충청남도 천안시 동남구,6112,호수,"['연인', '기타가족', '회사동료']"
대정저수지,충남 천안시 동남구,충청남도 천안시 동남구,1557,호수,"['연인', '기타가족', '회사동료']"
아우내장터,충남 천안시 동남구 아우내순대길 0-0,충청남도 천안시 동남구,7375,시장,"['연인', '기타가족', '회사동료']"
병천시장,충남 천안시 동남구 병천2로 7-0,충청남도 천안시 동남구,2251,시장,"['연인', '기타가족', '회사동료']"
