관광지명,주소,지역,합산 검색 수,태그,동반유형
해맞이공원,경남 고성군 조선특구로 2084-0,경상남도 고성군,2065,공원,"['친구', '기타가족', '자녀']"
수남유수지생태공원,경남 고성군,경상남도 고성군,1027,공원,"['친구', '기타가족', '자녀']"
회화면체육공원,경남 고성군,경상남도 고성군,1004,공원,"['친구', '기타가족', '자녀']"
남산공원,경남 고성군,경상남도 고성군,954,공원,"['친구', '기타가족', '자녀']"
영동둔치공원,경남 고성군,경상남도 고성군,470,공원,"['친구', '기타가족', '자녀']"
대가저수지연꽃테마공원,경남 고성군,경상남도 고성군,382,공원,"['친구', '기타가족', '자녀']"
고성군스포츠파크축구장3구장,경남 고성군,경상남도 고성군,494,축구,"['친구', '기타가족', '자녀']"
고성CC,경남 고성군 월평3길 250-0,경상남도 고성군,8204,골프,"['친구', '기타가족', '자녀']"
경상남도청소년수련원,경남 고성군 자란만로 646-0,경상남도 고성군,487,기타육상스포츠,"['친구', '기타가족', '자녀']"
송학동고분군,경남 고성군,경상남도 고성군,4434,역사유적지,"['친구', '기타가족', '자녀']"
고성소을비포성지,경남 고성군,경상남도 고성군,484,역사유적지,"['친구', '기타가족', '자녀']"
고성학동마을옛담장,경남 고성군,경상남도 고성군,473,역사유적지,"['친구', '기타가족', '자녀']"
고성덕명리공룡과새발자국화석산지,경남 고성군,경상남도 고성군,396,역사유적지,"['친구', '기타가족', '자녀']"
포교항방파제등대,경남 고성군,경상남도 고성군,412,전망대,"['친구', '기타가족', '자녀']"
갈모봉산림욕장,경남 고성군 당골안길 54-0,경상남도 고성군,2793,수목원/휴양림,"['친구', '기타가족', '자녀']"
연화산도립공원,경남 고성군,경상남도 고성군,1124,수목원/휴양림,"['친구', '기타가족', '자녀']"
소담수목원,경남 고성군 외산로 592-0,경상남도 고성군,600,수목원/휴양림,"['친구', '기타가족', '자녀']"
그레이스정원,경남 고성군 삼상로 1312-71,경상남도 고성군,9835,테마파크,"['친구', '기타가족', '자녀']"
CGV고성,경남 고성군 송학로 58-0,경상남도 고성군,798,영화관,"['친구', '기타가족', '자녀']"
고성만화방초수국축제,경남 고성군 은황길 82-91,경상남도 고성군,1778,축제,"['친구', '기타가족', '자녀']"
고성생태학습관,경남 고성군,경상남도 고성군,2334,랜드마크,"['친구', '기타가족', '자녀']"
동화어촌체험마을,경남 고성군 동화1길 203-0,경상남도 고성군,1499,농어촌체험,"['친구', '기타가족', '자녀']"
청광새들녘,경남 고성군 영회로 1296-0,경상남도 고성군,1131,농어촌체험,"['친구', '기타가족', '자녀']"
고성드론전용비행시험장,경남 고성군,경상남도 고성군,821,기타레저스포츠,"['친구', '기타가족', '자녀']"
고성장산숲,경남 고성군 옥천로 0-0,경상남도 고성군,4365,유원지,"['친구', '기타가족', '자녀']"
만화방초,경남 고성군 은황길 82-91,경상남도 고성군,2522,유원지,"['친구', '기타가족', '자녀']"
해지개다리,경남 고성군,경상남도 고성군,1074,유원지,"['친구', '기타가족', '자녀']"
수암저수지,경기 안산시 상록구 지장골길 51-18,경기도 안산시 상록구,489,호수,"['학생', '기타가족', '자녀']"
광덕종합시장,경기 안산시 상록구 광덕산안길 20-0,경기도 안산시 상록구,23556,시장,"['학생', '기타가족', '자녀']"
안산제2종합시장,경기 안산시 상록구 성호로 258-0,경기도 안산시 상록구,6932,시장,"['학생', '기타가족', '자녀']"
수암낚시터,경기 안산시 상록구,경기도 안산시 상록구,2432,낚시,"['학생', '기타가족', '자녀']"
청곡낚시터,경기 안산시 상록구 청곡길 89-0,경기도 안산시 상록구,684,낚시,"['학생', '기타가족', '자녀']"
성호박물관,경기 안산시 상록구 성호로 131-0,경기도 안산시 상록구,3118,박물관,"['학생', '기타가족', '자녀']"
최용신기념관,경기 안산시 상록구 샘골서길 64-0,경기도 안산시 상록구,1839,기타 전시시설,"['학생', '기타가족', '자녀']"
김홍도미술관,경기 안산시 상록구 충장로 422-0,경기도 안산시 상록구,3455,미술관,"['학생', '기타가족', '자녀']"
화림선원,경기 안산시 상록구 도매시장로 140-0,경기도 안산시 상록구,4612,불교,"['학생', '기타가족', '자녀']"
월강사,경기 안산시 상록구 구룡서길 79-0,경기도 안산시 상록구,530,불교,"['학생', '기타가족', '자녀']"
안산문화원,경기 안산시 상록구 석호로 144-0,경기도 안산시 상록구,2183,교육시설,"['학생', '기타가족', '자녀']"
노적봉인공폭포,경기 안산시 상록구,경기도 안산시 상록구,2734,폭포,"['학생', '기타가족', '자녀']"
북고개,경기 안산시 상록구,경기도 안산시 상록구,4595,등산,"['학생', '기타가족', '자녀']"
본오약수터,경기 안산시 상록구 반석로5길 16-0,경기도 안산시 상록구,717,등산,"['학생', '기타가족', '자녀']"
안산호수공원,경기 안산시 상록구,경기도 안산시 상록구,54776,공원,"['학생', '기타가족', '자녀']"
노적봉공원,경기 안산시 상록구,경기도 안산시 상록구,26546,공원,"['학생', '기타가족', '자녀']"
안산갈대습지공원,경기 안산시 상록구 갈대습지로 76-0,경기도 안산시 상록구,15898,공원,"['학생', '기타가족', '자녀']"
반월공원,경기 안산시 상록구,경기도 안산시 상록구,8006,공원,"['학생', '기타가족', '자녀']"
안산호수공원무궁화동산,경기 안산시 상록구,경기도 안산시 상록구,2882,공원,"['학생', '기타가족', '자녀']"
각골공원,경기 안산시 상록구,경기도 안산시 상록구,2692,공원,"['학생', '기타가족', '자녀']"
성호공원,경기 안산시 상록구 성호로 131-0,경기도 안산시 상록구,2159,공원,"['학생', '기타가족', '자녀']"
용하공원,경기 안산시 상록구 용하공원로 44-0,경기도 안산시 상록구,1618,공원,"['학생', '기타가족', '자녀']"
단원조각공원,경기 안산시 상록구,경기도 안산시 상록구,1483,공원,"['학생', '기타가족', '자녀']"
시낭공원,경기 안산시 상록구,경기도 안산시 상록구,1226,공원,"['학생', '기타가족', '자녀']"
이동공원,경기 안산시 상록구,경기도 안산시 상록구,1005,공원,"['학생', '기타가족', '자녀']"
성어공원,경기 안산시 상록구,경기도 안산시 상록구,505,공원,"['학생', '기타가족', '자녀']"
일동성호풋살구장,경기 안산시 상록구,경기도 안산시 상록구,1467,축구,"['학생', '기타가족', '자녀']"
해양인조잔디구장,경기 안산시 상록구,경기도 안산시 상록구,1301,축구,"['학생', '기타가족', '자녀']"
비전FC축구장,경기 안산시 상록구,경기도 안산시 상록구,1029,축구,"['학생', '기타가족', '자녀']"
수암꿈나무축구장,경기 안산시 상록구,경기도 안산시 상록구,681,축구,"['학생', '기타가족', '자녀']"
성호공원인조잔디구장,경기 안산시 상록구 성호로 170-0,경기도 안산시 상록구,660,축구,"['학생', '기타가족', '자녀']"
사동해양야구장,경기 안산시 상록구,경기도 안산시 상록구,2504,야구,"['학생', '기타가족', '자녀']"
롤킹롤러스케이트장안산점,경기 안산시 상록구 예술광장1로 88-0,경기도 안산시 상록구,475,동계스포츠,"['학생', '기타가족', '자녀']"
제일CC,경기 안산시 상록구 태마당로 28-0,경기도 안산시 상록구,67748,골프,"['학생', '기타가족', '자녀']"
제일CC파3골프장,경기 안산시 상록구 태마당로 28-0,경기도 안산시 상록구,7659,골프,"['학생', '기타가족', '자녀']"
안산시청소년재단상록청소년수련관,경기 안산시 상록구 삼일로 696-0,경기도 안산시 상록구,4807,기타육상스포츠,"['학생', '기타가족', '자녀']"
에이스승마랜드,경기 안산시 상록구 안산벌말길 150-0,경기도 안산시 상록구,4166,기타육상스포츠,"['학생', '기타가족', '자녀']"
엘리트승마스쿨,경기 안산시 상록구 수인로 895-86,경기도 안산시 상록구,2478,기타육상스포츠,"['학생', '기타가족', '자녀']"
트리플밸리,경기 안산시 상록구 원당골2길 56-11,경기도 안산시 상록구,1892,기타육상스포츠,"['학생', '기타가족', '자녀']"
안산해피승마장,경기 안산시 상록구 목장길 36-21,경기도 안산시 상록구,1806,기타육상스포츠,"['학생', '기타가족', '자녀']"
반월정,경기 안산시 상록구 오목로 135-0,경기도 안산시 상록구,1021,기타육상스포츠,"['학생', '기타가족', '자녀']"
안산승마클럽,경기 안산시 상록구 안산벌말길 146-0,경기도 안산시 상록구,878,기타육상스포츠,"['학생', '기타가족', '자녀']"
이익선생묘,경기 안산시 상록구 호동로1길 0-0,경기도 안산시 상록구,7162,역사유적지,"['학생', '기타가족', '자녀']"
부곡산림욕장,경기 안산시 상록구,경기도 안산시 상록구,601,수목원/휴양림,"['학생', '기타가족', '자녀']"
안산식물원,경기 안산시 상록구 성호로 113-0,경기도 안산시 상록구,25888,테마파크,"['학생', '기타가족', '자녀']"
호수공원야외수영장,경기 안산시 상록구 광덕대로 70-0,경기도 안산시 상록구,2142,테마파크,"['학생', '기타가족', '자녀']"
메가피쉬수족관,경기 안산시 상록구 용신로 470-0,경기도 안산시 상록구,520,테마파크,"['학생', '기타가족', '자녀']"
롯데시네마안산,경기 안산시 상록구 항가울로 422-0,경기도 안산시 상록구,7764,영화관,"['학생', '기타가족', '자녀']"
소극장보노마루,경기 안산시 상록구 본오로 182-0,경기도 안산시 상록구,1228,극장,"['학생', '기타가족', '자녀']"
감골시민홀,경기 안산시 상록구 석호로 226-0,경기도 안산시 상록구,9120,아트홀,"['학생', '기타가족', '자녀']"
안산별빛마을애니멀빛축제,경기 안산시 상록구 수인로 1723-0,경기도 안산시 상록구,6319,축제,"['학생', '기타가족', '자녀']"
안산별빛마을애니멀앤하트빌리지빛축제,경기 안산시 상록구 수인로 1723-0,경기도 안산시 상록구,993,축제,"['학생', '기타가족', '자녀']"
노적봉공원장미축제,경기 안산시 상록구,경기도 안산시 상록구,618,축제,"['학생', '기타가족', '자녀']"
이풀실내정원,경기 안산시 상록구 반월천북길 139-18,경기도 안산시 상록구,3242,농어촌체험,"['학생', '기타가족', '자녀']"
세계승마클럽,경기 안산시 상록구 안산벌말1길 9-0,경기도 안산시 상록구,1465,기타레저스포츠,"['학생', '기타가족', '자녀']"
별빛마을포토랜드,경기 안산시 상록구 수인로 1723-0,경기도 안산시 상록구,2793,유원지,"['학생', '기타가족', '자녀']"
안산읍성,경기 안산시 상록구,경기도 안산시 상록구,536,유원지,"['학생', '기타가족', '자녀']"
본오동회화나무,경기 안산시 상록구,경기도 안산시 상록구,469,유원지,"['학생', '기타가족', '자녀']"
오기저수지,경북 영양군,경상북도 영양군,60,호수,"['기타가족', '연인', '부모님']"
도곡저수지,경북 영양군,경상북도 영양군,32,호수,"['기타가족', '연인', '부모님']"
화매저수지,경북 영양군,경상북도 영양군,23,호수,"['기타가족', '연인', '부모님']"
청기저수지,경북 영양군,경상북도 영양군,14,호수,"['기타가족', '연인', '부모님']"
영양전통시장,경북 영양군 시장5길 4-0,경상북도 영양군,908,시장,"['기타가족', '연인', '부모님']"
영양장,경북 영양군 시장5길 4-0,경상북도 영양군,119,시장,"['기타가족', '연인', '부모님']"
영양산촌생활박물관,경북 영양군 영양로 963-0,경상북도 영양군,215,박물관,"['기타가족', '연인', '부모님']"
지훈문학관,경북 영양군 주실길 55-0,경상북도 영양군,169,기타 전시시설,"['기타가족', '연인', '부모님']"
이문열문학관,경북 영양군 두들마을1길 42-0,경상북도 영양군,80,기타 전시시설,"['기타가족', '연인', '부모님']"
두들마을광산문학연구소,경북 영양군 두들마을1길 10-0,경상북도 영양군,13,기타 전시시설,"['기타가족', '연인', '부모님']"
영양수비별빛캠핑장,경북 영양군 본신로 213-0,경상북도 영양군,1211,캠핑,"['기타가족', '연인', '부모님']"
영양군생태공원사업소야영장,경북 영양군 반딧불이로 227-0,경상북도 영양군,398,캠핑,"['기타가족', '연인', '부모님']"
수하리산촌마을,경북 영양군 낙동정맥로 2875-0,경상북도 영양군,37,캠핑,"['기타가족', '연인', '부모님']"
일월산한우네캠핑장,경북 영양군 영양로 4163-9,경상북도 영양군,28,캠핑,"['기타가족', '연인', '부모님']"
일월산황씨부인당,경북 영양군 일월산길 675-0,경상북도 영양군,1686,불교,"['기타가족', '연인', '부모님']"
일월산황씨부인당천문사기도도량,경북 영양군 대티길 19-0,경상북도 영양군,473,불교,"['기타가족', '연인', '부모님']"
선녀암,경북 영양군 영양로 4181-67,경상북도 영양군,186,불교,"['기타가족', '연인', '부모님']"
송하사,경북 영양군 가천로 666-56,경상북도 영양군,124,불교,"['기타가족', '연인', '부모님']"
연화사,경북 영양군 낙동정맥로 2632-66,경상북도 영양군,33,불교,"['기타가족', '연인', '부모님']"
관법사,경북 영양군 절터길 54-39,경상북도 영양군,29,불교,"['기타가족', '연인', '부모님']"
관음정사,경북 영양군 무네미길 109-14,경상북도 영양군,20,불교,"['기타가족', '연인', '부모님']"
태성사,경북 영양군 한티로 212-7,경상북도 영양군,20,불교,"['기타가족', '연인', '부모님']"
유정사,경북 영양군,경상북도 영양군,12,불교,"['기타가족', '연인', '부모님']"
무량사,경북 영양군 산성길 50-0,경상북도 영양군,11,불교,"['기타가족', '연인', '부모님']"
불향사,경북 영양군 오리길 607-0,경상북도 영양군,10,불교,"['기타가족', '연인', '부모님']"
해명사,경북 영양군 도곡2길 21-0,경상북도 영양군,9,불교,"['기타가족', '연인', '부모님']"
연대암,경북 영양군 연지길 102-77,경상북도 영양군,8,불교,"['기타가족', '연인', '부모님']"
영양문화원,경북 영양군 군민회관길 7-0,경상북도 영양군,106,교육시설,"['기타가족', '연인', '부모님']"
수하계곡,경북 영양군,경상북도 영양군,640,계곡,"['기타가족', '연인', '부모님']"
삼의계곡,경북 영양군,경상북도 영양군,515,계곡,"['기타가족', '연인', '부모님']"
본신계곡,경북 영양군,경상북도 영양군,51,계곡,"['기타가족', '연인', '부모님']"
일월산,경북 영양군,경상북도 영양군,634,등산,"['기타가족', '연인', '부모님']"
일월산월자봉방면,경북 영양군,경상북도 영양군,16,등산,"['기타가족', '연인', '부모님']"
일월산윗대티방면,경북 영양군,경상북도 영양군,16,등산,"['기타가족', '연인', '부모님']"
영양반딧불이생태공원,경북 영양군,경상북도 영양군,362,공원,"['기타가족', '연인', '부모님']"
영양국제밤하늘보호공원,경북 영양군 반딧불이로 227-0,경상북도 영양군,192,공원,"['기타가족', '연인', '부모님']"
일월산자생화공원,경북 영양군,경상북도 영양군,148,공원,"['기타가족', '연인', '부모님']"
영양군생태공원사업소,경북 영양군 반딧불이로 227-0,경상북도 영양군,73,공원,"['기타가족', '연인', '부모님']"
삼지연꽃테마공원,경북 영양군,경상북도 영양군,35,공원,"['기타가족', '연인', '부모님']"
선바위공원,경북 영양군,경상북도 영양군,27,공원,"['기타가족', '연인', '부모님']"
부연공원,경북 영양군,경상북도 영양군,10,공원,"['기타가족', '연인', '부모님']"
영양군생태공원사업소청소년수련원,경북 영양군 반딧불이로 227-0,경상북도 영양군,763,기타육상스포츠,"['기타가족', '연인', '부모님']"
영양군청소년수련관,경북 영양군 동서대로 92-0,경상북도 영양군,36,기타육상스포츠,"['기타가족', '연인', '부모님']"
화천동삼층석탑,경북 영양군,경상북도 영양군,10,역사유적지,"['기타가족', '연인', '부모님']"
영양서석지,경북 영양군,경상북도 영양군,856,역사유적지,"['기타가족', '연인', '부모님']"
봉감모전오층석탑,경북 영양군,경상북도 영양군,305,역사유적지,"['기타가족', '연인', '부모님']"
조지훈생가,경북 영양군 주실길 27-0,경상북도 영양군,85,역사유적지,"['기타가족', '연인', '부모님']"
오일도생가,경북 영양군 감천1길 34-0,경상북도 영양군,55,역사유적지,"['기타가족', '연인', '부모님']"
남자현지사 생가지,경북 영양군,경상북도 영양군,53,역사유적지,"['기타가족', '연인', '부모님']"
병암고택,경북 영양군 두들마을길 100-0,경상북도 영양군,53,역사유적지,"['기타가족', '연인', '부모님']"
학초정및정침,경북 영양군 지평길 39-4,경상북도 영양군,46,역사유적지,"['기타가족', '연인', '부모님']"
영양하담고택,경북 영양군 삼지길 88-0,경상북도 영양군,30,역사유적지,"['기타가족', '연인', '부모님']"
황씨부인당,경북 영양군 대티길 19-0,경상북도 영양군,27,역사유적지,"['기타가족', '연인', '부모님']"
벽산생가,경북 영양군 벽산길 3-0,경상북도 영양군,24,역사유적지,"['기타가족', '연인', '부모님']"
영양의측백수림,경북 영양군,경상북도 영양군,22,역사유적지,"['기타가족', '연인', '부모님']"
옥녀당,경북 영양군,경상북도 영양군,21,역사유적지,"['기타가족', '연인', '부모님']"
월담헌및사월종택,경북 영양군 원당길 2-6,경상북도 영양군,15,역사유적지,"['기타가족', '연인', '부모님']"
영양향교,경북 영양군 향교길 22-20,경상북도 영양군,13,역사유적지,"['기타가족', '연인', '부모님']"
남악정,경북 영양군 남곡길 15-2,경상북도 영양군,11,역사유적지,"['기타가족', '연인', '부모님']"
두메송하농촌전통테마마을,경북 영양군 가천로 614-0,경상북도 영양군,10,역사유적지,"['기타가족', '연인', '부모님']"
영양자작나무숲,경북 영양군,경상북도 영양군,3569,수목원/휴양림,"['기타가족', '연인', '부모님']"
검마산자연휴양림,경북 영양군 검마산길 191-0,경상북도 영양군,2776,수목원/휴양림,"['기타가족', '연인', '부모님']"
흥림산자연휴양림,경북 영양군 재일로 2394-70,경상북도 영양군,1189,수목원/휴양림,"['기타가족', '연인', '부모님']"
금강소나무생태경영림,경북 영양군,경상북도 영양군,44,수목원/휴양림,"['기타가족', '연인', '부모님']"
영양작은영화관,경북 영양군 군민회관길 7-0,경상북도 영양군,28,영화관,"['기타가족', '연인', '부모님']"
영양산나물축제,경북 영양군 군청길 37-0,경상북도 영양군,334,축제,"['기타가족', '연인', '부모님']"
대티골마을,경북 영양군 영양로 4181-47,경상북도 영양군,98,농어촌체험,"['기타가족', '연인', '부모님']"
영양분재야생화테마파크,경북 영양군 영양로 883-16,경상북도 영양군,30,농어촌체험,"['기타가족', '연인', '부모님']"
일월산관광농원,경북 영양군 영양로 2907-0,경상북도 영양군,16,농어촌체험,"['기타가족', '연인', '부모님']"
외씨버선길7코스,경북 영양군,경상북도 영양군,8,기타레저스포츠,"['기타가족', '연인', '부모님']"
송하자연미륵불,경북 영양군,경상북도 영양군,2761,유원지,"['기타가족', '연인', '부모님']"
반딧불이천문대,경북 영양군 반딧불이로 129-0,경상북도 영양군,903,유원지,"['기타가족', '연인', '부모님']"
만지송,경북 영양군,경상북도 영양군,30,유원지,"['기타가족', '연인', '부모님']"
음식디미방전통주체험관,경북 영양군 두들마을길 32-0,경상북도 영양군,11,유원지,"['기타가족', '연인', '부모님']"
항동저수지,서울 구로구,서울특별시 구로구,431,호수,"['연인', '기타가족', '회사동료']"
가리봉시장,서울 구로구,서울특별시 구로구,24761,시장,"['연인', '기타가족', '회사동료']"
구로시장,서울 구로구 구로동로22길 17-4,서울특별시 구로구,18963,시장,"['연인', '기타가족', '회사동료']"
개봉중앙시장,서울 구로구 개봉로17길 34-0,서울특별시 구로구,10383,시장,"['연인', '기타가족', '회사동료']"
남구로시장,서울 구로구 구로동로26길 25-0,서울특별시 구로구,6614,시장,"['연인', '기타가족', '회사동료']"
고척근린시장,서울 구로구 경인로33길 103-0,서울특별시 구로구,4550,시장,"['연인', '기타가족', '회사동료']"
오류시장,서울 구로구 경인로19가길 14-1,서울특별시 구로구,1061,시장,"['연인', '기타가족', '회사동료']"
G밸리산업박물관,서울 구로구 디지털로26길 38-0,서울특별시 구로구,236,박물관,"['연인', '기타가족', '회사동료']"
서울특별시교육청과학전시관남부분관,서울 구로구 구로중앙로27나길 21-0,서울특별시 구로구,1634,기타 전시시설,"['연인', '기타가족', '회사동료']"
갤러리구루지,서울 구로구 가마산로25길 21-0,서울특별시 구로구,207,미술관,"['연인', '기타가족', '회사동료']"
천왕산가족캠핑장,서울 구로구 연동로12길 149-0,서울특별시 구로구,6483,캠핑,"['연인', '기타가족', '회사동료']"
천왕근린공원캠핑장,서울 구로구 금오로 0-0,서울특별시 구로구,181,캠핑,"['연인', '기타가족', '회사동료']"
명화사,서울 구로구 가마산로20나길 11-0,서울특별시 구로구,583,불교,"['연인', '기타가족', '회사동료']"
고척근린공원,서울 구로구,서울특별시 구로구,48333,공원,"['연인', '기타가족', '회사동료']"
구로리공원,서울 구로구 구로중앙로 13-0,서울특별시 구로구,12740,공원,"['연인', '기타가족', '회사동료']"
거리공원,서울 구로구,서울특별시 구로구,8443,공원,"['연인', '기타가족', '회사동료']"
오류동역광장,서울 구로구,서울특별시 구로구,3754,공원,"['연인', '기타가족', '회사동료']"
고척근린소공원,서울 구로구,서울특별시 구로구,2202,공원,"['연인', '기타가족', '회사동료']"
구로거리공원,서울 구로구,서울특별시 구로구,1579,공원,"['연인', '기타가족', '회사동료']"
삼각어린이공원,서울 구로구,서울특별시 구로구,1068,공원,"['연인', '기타가족', '회사동료']"
신도림테크노근린공원,서울 구로구,서울특별시 구로구,801,공원,"['연인', '기타가족', '회사동료']"
광명햇살광장,서울 구로구,서울특별시 구로구,605,공원,"['연인', '기타가족', '회사동료']"
궁동저수지생태공원,서울 구로구,서울특별시 구로구,546,공원,"['연인', '기타가족', '회사동료']"
천왕근린공원,서울 구로구 금오로 878-0,서울특별시 구로구,413,공원,"['연인', '기타가족', '회사동료']"
구로개봉유수지생태공원,서울 구로구,서울특별시 구로구,400,공원,"['연인', '기타가족', '회사동료']"
화원상상어린이공원,서울 구로구 벚꽃로 490-0,서울특별시 구로구,346,공원,"['연인', '기타가족', '회사동료']"
구로어린이교통공원,서울 구로구,서울특별시 구로구,283,공원,"['연인', '기타가족', '회사동료']"
잣절공원,서울 구로구 고척로21나길 103-0,서울특별시 구로구,243,공원,"['연인', '기타가족', '회사동료']"
구로근린공원,서울 구로구 가마산로25길 21-0,서울특별시 구로구,219,공원,"['연인', '기타가족', '회사동료']"
고척스카이돔축구장,서울 구로구 안양천로 545-0,서울특별시 구로구,2584,축구,"['연인', '기타가족', '회사동료']"
계남근린공원축구장,서울 구로구,서울특별시 구로구,706,축구,"['연인', '기타가족', '회사동료']"
안양천축구장,서울 구로구,서울특별시 구로구,477,축구,"['연인', '기타가족', '회사동료']"
안양천c축구장,서울 구로구,서울특별시 구로구,355,축구,"['연인', '기타가족', '회사동료']"
구로구리틀야구장,서울 구로구 경인로67길 0-0,서울특별시 구로구,199,야구,"['연인', '기타가족', '회사동료']"
현준아이스링크,서울 구로구 목동남로 6-0,서울특별시 구로구,1150,동계스포츠,"['연인', '기타가족', '회사동료']"
푸른수목원,서울 구로구 연동로 240-0,서울특별시 구로구,31314,수목원/휴양림,"['연인', '기타가족', '회사동료']"
CGV구로,서울 구로구 구로중앙로 152-0,서울특별시 구로구,18236,영화관,"['연인', '기타가족', '회사동료']"
롯데시네마신도림,서울 구로구 경인로 662-0,서울특별시 구로구,6521,영화관,"['연인', '기타가족', '회사동료']"
구로아트밸리예술극장,서울 구로구 가마산로25길 9-24,서울특별시 구로구,4150,극장,"['연인', '기타가족', '회사동료']"
구로꿈나무극장,서울 구로구 구로동로26길 54-0,서울특별시 구로구,534,극장,"['연인', '기타가족', '회사동료']"
디큐브아트센터,서울 구로구 경인로 662-0,서울특별시 구로구,14000,아트홀,"['연인', '기타가족', '회사동료']"
씨네큐신도림점,서울 구로구 새말로 97-0,서울특별시 구로구,3692,아트홀,"['연인', '기타가족', '회사동료']"
예술나무씨어터,서울 구로구 구로중앙로 134-0,서울특별시 구로구,1322,아트홀,"['연인', '기타가족', '회사동료']"
신도림오페라하우스,서울 구로구,서울특별시 구로구,282,아트홀,"['연인', '기타가족', '회사동료']"
그린아트홀,서울 구로구 경인로 661-0,서울특별시 구로구,272,아트홀,"['연인', '기타가족', '회사동료']"
2001아울렛소극장키즈홀구로점,서울 구로구 중앙로1길 36-0,서울특별시 구로구,255,랜드마크,"['연인', '기타가족', '회사동료']"
힐링탁구클럽,서울 구로구 구일로10길 93-0,서울특별시 구로구,1310,기타레저스포츠,"['연인', '기타가족', '회사동료']"
오류고가배드민턴장,서울 구로구 경인로 101-0,서울특별시 구로구,1013,기타레저스포츠,"['연인', '기타가족', '회사동료']"
에이스클라이밍센터,서울 구로구 가마산로27길 14-0,서울특별시 구로구,976,기타레저스포츠,"['연인', '기타가족', '회사동료']"
로꼬풋살아레나신도림점,서울 구로구 신도림로11나길 8-0,서울특별시 구로구,914,기타레저스포츠,"['연인', '기타가족', '회사동료']"
슈니트클럽,서울 구로구 도림천로 344-0,서울특별시 구로구,453,기타레저스포츠,"['연인', '기타가족', '회사동료']"
클라임잇 클라이밍구로점,서울 구로구 구로중앙로 215-0,서울특별시 구로구,185,기타레저스포츠,"['연인', '기타가족', '회사동료']"
항동철길,서울 구로구,서울특별시 구로구,566,유원지,"['연인', '기타가족', '회사동료']"
신창시장,서울 도봉구 덕릉로57길 10-0,서울특별시 도봉구,37013,시장,"['회사동료', '친구', '기타가족']"
방학동도깨비시장,서울 도봉구 도당로13다길 33-0,서울특별시 도봉구,32141,시장,"['회사동료', '친구', '기타가족']"
신도봉시장,서울 도봉구 도당로27길 60-0,서울특별시 도봉구,2545,시장,"['회사동료', '친구', '기타가족']"
도봉시장,서울 도봉구 마들로 724-0,서울특별시 도봉구,2048,시장,"['회사동료', '친구', '기타가족']"
창동골목시장,서울 도봉구 덕릉로58길 14-0,서울특별시 도봉구,791,시장,"['회사동료', '친구', '기타가족']"
쌍문시장,서울 도봉구 도봉로113길 23-0,서울특별시 도봉구,527,시장,"['회사동료', '친구', '기타가족']"
백운시장,서울 도봉구 삼양로154길 42-0,서울특별시 도봉구,440,시장,"['회사동료', '친구', '기타가족']"
창동시장,서울 도봉구 도봉로110나길 31-0,서울특별시 도봉구,363,시장,"['회사동료', '친구', '기타가족']"
둘리뮤지엄,서울 도봉구 시루봉로1길 6-0,서울특별시 도봉구,13515,박물관,"['회사동료', '친구', '기타가족']"
함석헌기념관,서울 도봉구 도봉로123길 33-6,서울특별시 도봉구,380,기타 전시시설,"['회사동료', '친구', '기타가족']"
서울로봇인공지능과학관건축중(2023년07월완공예정),서울 도봉구,서울특별시 도봉구,1553,과학관,"['회사동료', '친구', '기타가족']"
국립현대미술관창동레지던시,서울 도봉구 덕릉로 257-0,서울특별시 도봉구,952,미술관,"['회사동료', '친구', '기타가족']"
서울사진미술관건축중(2023년12월개관예정),서울 도봉구 마들로13길 70-0,서울특별시 도봉구,276,미술관,"['회사동료', '친구', '기타가족']"
무수아취,서울 도봉구 도봉로169길 249-0,서울특별시 도봉구,7259,캠핑,"['회사동료', '친구', '기타가족']"
법종사,서울 도봉구 해등로 354-0,서울특별시 도봉구,3592,불교,"['회사동료', '친구', '기타가족']"
광륜사,서울 도봉구 도봉산길 86-1,서울특별시 도봉구,1305,불교,"['회사동료', '친구', '기타가족']"
자현암,서울 도봉구 도봉로169길 500-0,서울특별시 도봉구,250,불교,"['회사동료', '친구', '기타가족']"
도봉암,서울 도봉구 도봉로173다길 32-68,서울특별시 도봉구,223,불교,"['회사동료', '친구', '기타가족']"
천축사,서울 도봉구 도봉산길 92-2,서울특별시 도봉구,165,불교,"['회사동료', '친구', '기타가족']"
연수암,서울 도봉구 도봉산4길 28-19,서울특별시 도봉구,142,불교,"['회사동료', '친구', '기타가족']"
도봉문화원,서울 도봉구 도봉로 552-0,서울특별시 도봉구,622,교육시설,"['회사동료', '친구', '기타가족']"
무수골계곡,서울 도봉구,서울특별시 도봉구,1329,계곡,"['회사동료', '친구', '기타가족']"
도봉계곡,서울 도봉구,서울특별시 도봉구,260,계곡,"['회사동료', '친구', '기타가족']"
도봉산,서울 도봉구 도봉산길 58-0,서울특별시 도봉구,2722,등산,"['회사동료', '친구', '기타가족']"
다락원체육공원,서울 도봉구 창포원로 45-0,서울특별시 도봉구,11648,공원,"['회사동료', '친구', '기타가족']"
초안산근린공원,서울 도봉구,서울특별시 도봉구,3641,공원,"['회사동료', '친구', '기타가족']"
샘말어린이공원,서울 도봉구,서울특별시 도봉구,1592,공원,"['회사동료', '친구', '기타가족']"
발바닥공원,서울 도봉구 시루봉로6길 33-0,서울특별시 도봉구,565,공원,"['회사동료', '친구', '기타가족']"
